nu_inscricao,nota_cn,nota_ch,nota_lc,nota_mt,media_aluno,nota_redacao,escola_do_aluno,escola_da_prova,faixa_etaria,tipo_escola,genero,cor_raca,sigla_estado,Estado,estado_civil,quantidade_total,quantidade_desistentes,quantidade_aplicantes,metrica_celular,metrica_computador,metrica_internet,escola_r_u,renda_mensal,lingua_estrangeira
190002328174,506,509,514,517,511.5,940,,São José dos Campos,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Inglês
190001412787,503,509,514,515,510.25,540,,Maceió,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190002348109,504,509,514,516,510.75,520,,Valinhos,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190001808629,505,509,514,518,511.5,600,,São José do Rio Preto,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190003167845,506,509,514,517,511.5,800,,Belo Horizonte,19 anos,null,F,Amarela,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Inglês
190005454625,506,509,514,517,511.5,600,,Vilhena,22 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190005648602,503,509,514,515,510.25,600,,Serra do Ramalho,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190002895798,505,509,514,518,511.5,0,,Formosa,17 anos,null,M,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190003751009,505,509,514,518,511.5,620,,Ilhéus,21 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005349908,504,509,514,516,510.75,580,,Foz do Iguaçu,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190005190693,503,509,514,515,510.25,620,,Olinda,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190001533236,503,509,514,515,510.25,540,,Miracema,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190003130046,504,509,514,516,510.75,620,,Rio de Janeiro,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190001049687,506,509,514,517,511.5,560,,Santarém,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Espanhol
190005471426,505,509,514,518,511.5,620,,Teresina,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190004908877,506,509,514,517,511.5,420,,Várzea Grande,Entre 36 e 40 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003686117,506,509,514,517,511.5,640,,São Paulo,17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190004096794,503,509,514,515,510.25,560,,Palmas,Entre 31 e 35 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190002383737,505,509,514,518,511.5,600,,São João del Rei,25 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190004396064,503,509,514,515,510.25,680,,Rio de Janeiro,18 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 5.988,01 até R$ 6.986,00",Inglês
190003458682,504,509,514,516,510.75,540,,Lagoa da Prata,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190001315636,503,509,514,515,510.25,480,,Salinas,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190001947485,504,509,514,516,510.75,880,,Sobral,Entre 36 e 40 anos,null,F,Parda,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190005292352,504,509,514,516,510.75,600,,Salvador,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Não,Não,Não,null,"Até R$ 998,00",Espanhol
190005553906,505,509,514,518,511.5,400,,Urbano Santos,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190004800002,506,509,514,517,511.5,640,,Santa Maria,20 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190003754828,506,509,514,517,511.5,640,,Brasília,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Inglês
190001192147,505,509,514,518,511.5,540,,São Luís,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190001483540,506,509,514,517,511.5,440,,João Câmara,17 anos,null,M,Branca,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190004045051,506,509,514,517,511.5,520,,São Paulo,Menor de 17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003186686,503,509,514,515,510.25,520,,Abaetetuba,21 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190004452267,503,509,514,515,510.25,700,,Afrânio,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190003189781,505,509,514,518,511.5,600,,Abaetetuba,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190001651734,506,509,514,517,511.5,300,,Morada Nova,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004019425,503,509,514,515,510.25,860,,Vitória,25 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Inglês
190005945623,505,509,514,518,511.5,840,,Santa Maria,21 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190002571265,506,509,514,517,511.5,640,,Maranguape,Entre 31 e 35 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190006051092,503,509,514,515,510.25,520,,Rio de Janeiro,17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Mais de R$ 19.960,00",Inglês
190004356436,505,509,514,518,511.5,820,,São Paulo,24 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190006004691,505,509,514,518,511.5,640,,Matão,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 6.986,01 até R$ 7.984,00",Inglês
190005278606,504,509,514,516,510.75,740,,Aracaju,20 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190006025502,505,509,514,518,511.5,500,,Brasília,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190002194224,506,509,514,517,511.5,500,,João Pessoa,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Espanhol
190001863361,503,509,514,515,510.25,720,,São Paulo,Entre 26 e 30 anos,null,F,Branca,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190005778204,506,509,514,517,511.5,560,,Juruti,19 anos,null,F,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190004817347,504,509,514,516,510.75,600,,Curitiba,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Inglês
190003548093,504,509,514,516,510.75,920,,Vila Velha,20 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190005287230,505,509,514,518,511.5,940,,Muzambinho,20 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190002739113,506,509,514,517,511.5,540,,Campina Grande,Menor de 17 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004017334,503,509,514,515,510.25,300,,Goiana,17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190005470582,503,509,514,515,510.25,520,,Rio Branco,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Não,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004728814,504,509,514,516,510.75,880,,Taubaté,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190005059282,505,509,514,518,511.5,440,,Jaboatão dos Guararapes,Entre 26 e 30 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190003916483,505,509,514,518,511.5,340,,Salvador,Entre 46 e 50 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005408723,506,509,514,517,511.5,240,,Capanema,18 anos,null,F,Parda,,null,Não,5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190001721436,504,509,514,516,510.75,580,,Cachoeira do Sul,20 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005148189,504,509,514,516,510.75,460,,Rio Claro,17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Espanhol
190002032192,505,509,514,518,511.5,580,,Paço do Lumiar,24 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190002582275,505,509,514,518,511.5,560,,Sobral,19 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Espanhol
190005777896,504,509,514,516,510.75,480,,Poços de Caldas,Entre 51 e 55 anos,null,F,Branca,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190005084755,504,509,514,516,510.75,400,,Marituba,25 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004338500,504,509,514,516,510.75,580,,Bragança,21 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002496083,503,509,514,515,510.25,600,,Tatuí,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190003746470,503,509,514,515,510.25,680,,Bezerros,18 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190005327658,505,509,514,518,511.5,520,,Indaiatuba,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 6.986,01 até R$ 7.984,00",Inglês
190003076845,,,,,0.0,,,Palmas,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Mais de R$ 19.960,00",Inglês
190005141432,,,,,0.0,,,Diadema,Entre 31 e 35 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190001152585,,,,,0.0,,,Fortaleza,21 anos,null,F,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190002931896,,,,,0.0,,,Ilhéus,Entre 26 e 30 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004190705,,,,,0.0,,,Eldorado do Carajás,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001425456,,,,,0.0,,,Itabela,19 anos,null,F,Indígena,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001545463,,,,,0.0,,,Araruama,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190001324401,,,,,0.0,,,Juiz de Fora,Entre 26 e 30 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190001048257,,,,,0.0,,,Altamira,21 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"Até R$ 998,00",Espanhol
190005864199,,,,,0.0,,,Curitiba,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190005513775,,,,,0.0,,,São Mateus,Entre 31 e 35 anos,null,M,Preta,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190003032231,,,,,0.0,,,Manaus,Entre 31 e 35 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190002224170,,,,,0.0,,,Goiana,20 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,Nenhuma renda,Espanhol
190005925440,,,,,0.0,,,Novo Hamburgo,20 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"De R$ 9.980,01 até R$ 11.976,00",Espanhol
190002057646,,,,,0.0,,,Rio Verde,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005548704,,,,,0.0,,,Balsas,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003214749,,,,,0.0,,,Manaus,21 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004239371,,,,,0.0,,,Mauá,Entre 26 e 30 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190002059512,,,,,0.0,,,Itapecuru Mirim,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190003314688,,,,,0.0,,,São Paulo,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005657976,,,,,0.0,,,Po�ões,Entre 26 e 30 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190001105480,,,,,0.0,,,São Luís,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Inglês
190001488556,,,,,0.0,,,Santa Rita,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005898170,,,,,0.0,,,Cascavel,Entre 41 e 45 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190003003946,,,,,0.0,,,Apucarana,22 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190005842131,,,,,0.0,,,São José dos Campos,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Espanhol
190001032334,,,,,0.0,,,Manaus,Entre 26 e 30 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190003086398,,,,,0.0,,,Marabá,22 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004201228,,,,,0.0,,,Pederneiras,Entre 46 e 50 anos,null,F,Branca,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190003494488,,,,,0.0,,,Aracaju,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190004962784,,,,,0.0,,,Belém,22 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003505109,,,,,0.0,,,Dias d'Ávila,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190002033513,,,,,0.0,,,Uruaçu,Entre 31 e 35 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005415506,,,,,0.0,,,Cametá,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Não,Não,Não,null,"Até R$ 998,00",Espanhol
190004845068,,,,,0.0,,,Teresina,19 anos,null,F,Parda,,null,Não,5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005690891,,,,,0.0,,,Juazeiro do Norte,25 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190003790576,,,,,0.0,,,São Gonçalo,Entre 31 e 35 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190001659598,,,,,0.0,,,Belo Horizonte,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001647560,,,,,0.0,,,Caucaia,Entre 31 e 35 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002549975,,,,,0.0,,,Juazeiro do Norte,23 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190003236634,,,,,0.0,,,Santarém,19 anos,null,M,Branca,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190005465257,,,,,0.0,,,Senador Guiomard,Entre 41 e 45 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190003126184,,,,,0.0,,,Raposa,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001513482,,,,,0.0,,,Rio de Janeiro,20 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190003493161,,,,,0.0,,,Belo Horizonte,Entre 31 e 35 anos,null,M,Preta,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 5.988,01 até R$ 6.986,00",Espanhol
190001600149,,,,,0.0,,,Batatais,Entre 36 e 40 anos,null,M,Preta,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190001087844,,,,,0.0,,,Maués,22 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002152054,,,,,0.0,,,Frutal,23 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190002504785,,,,,0.0,,,Matão,Entre 36 e 40 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190005594075,,,,,0.0,,,Queimadas,Entre 26 e 30 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001640604,,,,,0.0,,,Aurora,22 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Espanhol
190002065447,,,,,0.0,,,Brasília,Entre 31 e 35 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190002248618,,,,,0.0,,,Diamante,22 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Espanhol
190004260382,,,,,0.0,,,Guarulhos,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190001344518,,,,,0.0,,,Petrolândia,24 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190003929015,,,,,0.0,,,Caxias,19 anos,null,M,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001006665,,,,,0.0,,,Belém,Entre 36 e 40 anos,null,F,Parda,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Espanhol
190004797683,506,,,517,255.75,,,Bragança Paulista,Entre 41 e 45 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Espanhol
190003657110,,,,,0.0,,,Mauá,Entre 36 e 40 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190005853741,,,,,0.0,,,São Paulo,Entre 36 e 40 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190004529919,,,,,0.0,,,Itabira,20 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190002809982,506,,,517,255.75,,,Rio de Janeiro,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190002038820,,,,,0.0,,,Bacuri,Entre 26 e 30 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190005688027,,,,,0.0,,,Tianguá,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003396817,,,,,0.0,,,Três Passos,24 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005132230,,,,,0.0,,,São Paulo,Entre 26 e 30 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002473046,,,,,0.0,,,São Paulo,21 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190002691797,,,,,0.0,,,Bagé,23 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"Até R$ 998,00",Espanhol
190003283722,,,,,0.0,,,Imperatriz,23 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003714349,,,,,0.0,,,Realeza,Entre 36 e 40 anos,null,F,Parda,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190004539738,,,,,0.0,,,Montes Claros,22 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
